DNI;MATRICULA;FECHA;NUMERO;IMPUESTO
8719655770;00236;2016-10-30;49922;0.12
5840119709;00237;2016-10-30;49923;0.1
9283760794;00236;2016-10-30;49924;0.1
8719655770;00236;2016-10-30;49925;0.12
5648641702;00235;2016-10-30;49926;0.12
1471156710;00237;2016-10-30;49927;0.1
1471156710;00236;2016-10-30;49928;0.12
7771579779;00235;2016-10-30;49929;0.1
5648641702;00237;2016-10-30;49930;0.1
8719655770;00235;2016-10-30;49931;0.1
94387575700;00235;2016-10-31;49932;0.12
50534475787;00236;2016-10-31;49933;0.1
5840119709;00235;2016-10-31;49934;0.1
50534475787;00236;2016-10-31;49935;0.12
1471156710;00237;2016-10-31;49936;0.1
8502682733;00235;2016-10-31;49937;0.1
8502682733;00237;2016-10-31;49938;0.12
7771579779;00236;2016-10-31;49939;0.12
8502682733;00236;2016-10-31;49940;0.1
5840119709;00237;2016-10-31;49941;0.1
19290992743;00235;2016-10-31;49942;0.12
2600586709;00236;2016-10-31;49943;0.12
8719655770;00237;2016-10-31;49944;0.12
8719655770;00236;2016-10-31;49945;0.12
5576228758;00236;2016-10-31;49946;0.12
1471156710;00235;2016-10-31;49947;0.1
2600586709;00237;2016-10-31;49948;0.12
3623344710;00237;2016-10-31;49949;0.1
492472718;00236;2016-10-31;49950;0.1
2600586709;00237;2016-10-31;49951;0.12
50534475787;00236;2016-10-31;49952;0.12
2600586709;00235;2016-10-31;49953;0.12
492472718;00237;2016-10-31;49954;0.1
1471156710;00235;2016-10-31;49955;0.1
50534475787;00235;2016-10-31;49956;0.12
8502682733;00236;2016-10-31;49957;0.1
7771579779;00235;2016-10-31;49958;0.1
8502682733;00237;2016-10-31;49959;0.12
9283760794;00236;2016-10-31;49960;0.1
50534475787;00235;2016-10-31;49961;0.12
5576228758;00236;2016-10-31;49962;0.1
50534475787;00237;2016-10-31;49963;0.12
2600586709;00237;2016-10-31;49964;0.1
2600586709;00235;2016-10-31;49965;0.12
50534475787;00236;2016-10-31;49966;0.1
19290992743;00237;2016-10-31;49967;0.1
7771579779;00236;2016-10-31;49968;0.12
8719655770;00235;2016-10-31;49969;0.1
50534475787;00237;2016-10-31;49970;0.1
3623344710;00235;2016-10-31;49971;0.12
5648641702;00235;2016-10-31;49972;0.1
8719655770;00237;2016-10-31;49973;0.1
94387575700;00236;2016-10-31;49974;0.1
9283760794;00236;2016-10-31;49975;0.12
8502682733;00235;2016-10-31;49976;0.1
7771579779;00236;2016-10-31;49977;0.12
8502682733;00236;2016-10-31;49978;0.12
5648641702;00235;2016-10-31;49979;0.1
1471156710;00237;2016-10-31;49980;0.1
8502682733;00236;2016-10-31;49981;0.1
3623344710;00237;2016-10-31;49982;0.1
5840119709;00235;2016-10-31;49983;0.12
1471156710;00236;2016-10-31;49984;0.1
94387575700;00235;2016-10-31;49985;0.12
8719655770;00235;2016-10-31;49986;0.12
19290992743;00237;2016-10-31;49987;0.12
5840119709;00236;2016-10-31;49988;0.12
94387575700;00237;2016-10-31;49989;0.12
492472718;00237;2016-10-31;49990;0.12
8719655770;00237;2016-10-31;49991;0.12
1471156710;00237;2016-10-31;49992;0.1
492472718;00237;2016-10-31;49993;0.1
94387575700;00235;2016-10-31;49994;0.12
50534475787;00235;2016-10-31;49995;0.12
5648641702;00236;2016-10-31;49996;0.1
50534475787;00236;2016-10-31;49997;0.1
3623344710;00237;2016-10-31;49998;0.1
9283760794;00236;2016-10-31;49999;0.1

94387575700;00236;2016-10-31;50000;0.12
94387575700;00235;2016-10-31;50001;0.12
7771579779;00235;2016-10-31;50002;0.1
94387575700;00237;2016-10-31;50003;0.12
492472718;00237;2016-10-31;50004;0.1
5840119709;00236;2016-10-31;50005;0.1
5576228758;00235;2016-10-31;50006;0.1
1471156710;00237;2016-10-31;50007;0.12
492472718;00236;2016-11-01;50008;0.1
94387575700;00235;2016-11-01;50009;0.1
9283760794;00236;2016-11-01;50010;0.12
3623344710;00236;2016-11-01;50011;0.1
5840119709;00235;2016-11-01;50012;0.12
3623344710;00236;2016-11-01;50013;0.1
8502682733;00235;2016-11-01;50014;0.12
492472718;00237;2016-11-01;50015;0.12
94387575700;00236;2016-11-01;50016;0.1
2600586709;00236;2016-11-01;50017;0.12
5648641702;00235;2016-11-01;50018;0.12
7771579779;00236;2016-11-01;50019;0.1
94387575700;00236;2016-11-01;50020;0.12
94387575700;00236;2016-11-01;50021;0.12
3623344710;00236;2016-11-01;50022;0.1
9283760794;00236;2016-11-01;50023;0.12
2600586709;00237;2016-11-01;50024;0.12
492472718;00235;2016-11-01;50025;0.1
7771579779;00236;2016-11-01;50026;0.1
7771579779;00235;2016-11-01;50027;0.1
50534475787;00236;2016-11-01;50028;0.1
94387575700;00236;2016-11-01;50029;0.12
8502682733;00236;2016-11-01;50030;0.12
50534475787;00237;2016-11-01;50031;0.1
5840119709;00237;2016-11-01;50032;0.12
3623344710;00236;2016-11-01;50033;0.12
5840119709;00236;2016-11-01;50034;0.1
8502682733;00236;2016-11-01;50035;0.1
492472718;00236;2016-11-01;50036;0.12
1471156710;00237;2016-11-01;50037;0.1
8502682733;00236;2016-11-01;50038;0.12
5648641702;00237;2016-11-01;50039;0.1
19290992743;00237;2016-11-01;50040;0.1
492472718;00235;2016-11-01;50041;0.1
7771579779;00236;2016-11-01;50042;0.1
5648641702;00235;2016-11-01;50043;0.12
5576228758;00236;2016-11-01;50044;0.1
5576228758;00236;2016-11-01;50045;0.12
5648641702;00236;2016-11-01;50046;0.1
492472718;00235;2016-11-01;50047;0.1
5576228758;00235;2016-11-01;50048;0.1
3623344710;00237;2016-11-01;50049;0.12
5648641702;00236;2016-11-01;50050;0.1
7771579779;00235;2016-11-01;50051;0.1
94387575700;00236;2016-11-01;50052;0.1
492472718;00236;2016-11-01;50053;0.12
5648641702;00236;2016-11-01;50054;0.1
19290992743;00236;2016-11-01;50055;0.1
492472718;00236;2016-11-01;50056;0.12
8502682733;00237;2016-11-01;50057;0.12
9283760794;00237;2016-11-01;50058;0.1
94387575700;00236;2016-11-01;50059;0.1
3623344710;00237;2016-11-01;50060;0.12
5576228758;00236;2016-11-01;50061;0.12
1471156710;00237;2016-11-01;50062;0.1
8719655770;00236;2016-11-01;50063;0.1
5576228758;00236;2016-11-01;50064;0.12
94387575700;00237;2016-11-01;50065;0.12
94387575700;00237;2016-11-01;50066;0.1
492472718;00237;2016-11-01;50067;0.12
3623344710;00236;2016-11-01;50068;0.12
1471156710;00237;2016-11-01;50069;0.12
8502682733;00235;2016-11-01;50070;0.1
50534475787;00235;2016-11-01;50071;0.12
5648641702;00235;2016-11-01;50072;0.12
2600586709;00236;2016-11-01;50073;0.1
5840119709;00237;2016-11-01;50074;0.12
5648641702;00237;2016-11-01;50075;0.1
5840119709;00235;2016-11-01;50076;0.1
2600586709;00236;2016-11-01;50077;0.1
3623344710;00237;2016-11-01;50078;0.12
7771579779;00235;2016-11-01;50079;0.12
8719655770;00236;2016-11-02;50080;0.12
9283760794;00236;2016-11-02;50081;0.1
492472718;00235;2016-11-02;50082;0.1
3623344710;00236;2016-11-02;50083;0.1
19290992743;00237;2016-11-02;50084;0.1
8719655770;00237;2016-11-02;50085;0.1
5648641702;00236;2016-11-02;50086;0.1
5840119709;00235;2016-11-02;50087;0.1
3623344710;00235;2016-11-02;50088;0.12
2600586709;00235;2016-11-02;50089;0.1
50534475787;00237;2016-11-02;50090;0.12
3623344710;00237;2016-11-02;50091;0.1
50534475787;00236;2016-11-02;50092;0.1
492472718;00236;2016-11-02;50093;0.1
1471156710;00236;2016-11-02;50094;0.12
492472718;00236;2016-11-02;50095;0.12
8502682733;00235;2016-11-02;50096;0.1
5840119709;00236;2016-11-02;50097;0.1
50534475787;00237;2016-11-02;50098;0.1
8502682733;00237;2016-11-02;50099;0.12

5648641702;00237;2016-11-02;50100;0.1
5576228758;00236;2016-11-02;50101;0.12
5840119709;00236;2016-11-02;50102;0.12
1471156710;00236;2016-11-02;50103;0.12
5648641702;00236;2016-11-02;50104;0.12
5840119709;00235;2016-11-02;50105;0.12
2600586709;00237;2016-11-02;50106;0.1
8502682733;00236;2016-11-02;50107;0.1
8502682733;00237;2016-11-02;50108;0.1
9283760794;00236;2016-11-02;50109;0.12
5576228758;00236;2016-11-02;50110;0.12
9283760794;00235;2016-11-02;50111;0.12
50534475787;00235;2016-11-02;50112;0.1
5840119709;00236;2016-11-02;50113;0.1
3623344710;00235;2016-11-02;50114;0.1
5840119709;00235;2016-11-02;50115;0.12
94387575700;00237;2016-11-02;50116;0.12
8502682733;00236;2016-11-02;50117;0.1
7771579779;00237;2016-11-02;50118;0.12
8719655770;00237;2016-11-02;50119;0.12
8719655770;00235;2016-11-02;50120;0.12
3623344710;00236;2016-11-02;50121;0.12
8502682733;00236;2016-11-02;50122;0.1
5576228758;00235;2016-11-02;50123;0.12
8719655770;00236;2016-11-02;50124;0.12
7771579779;00235;2016-11-02;50125;0.12
492472718;00235;2016-11-02;50126;0.12
3623344710;00236;2016-11-02;50127;0.1
50534475787;00237;2016-11-02;50128;0.12
492472718;00236;2016-11-02;50129;0.12
50534475787;00236;2016-11-02;50130;0.1
50534475787;00235;2016-11-02;50131;0.1
8719655770;00235;2016-11-02;50132;0.12
8719655770;00237;2016-11-02;50133;0.1
492472718;00236;2016-11-02;50134;0.1
3623344710;00236;2016-11-02;50135;0.1
8502682733;00237;2016-11-02;50136;0.1
50534475787;00237;2016-11-02;50137;0.1
8502682733;00236;2016-11-02;50138;0.1
94387575700;00237;2016-11-02;50139;0.12
8719655770;00235;2016-11-02;50140;0.1
1471156710;00236;2016-11-02;50141;0.1
2600586709;00236;2016-11-02;50142;0.12
8719655770;00236;2016-11-03;50143;0.1
2600586709;00236;2016-11-03;50144;0.1
492472718;00236;2016-11-03;50145;0.1
7771579779;00235;2016-11-03;50146;0.1
19290992743;00237;2016-11-03;50147;0.12
50534475787;00237;2016-11-03;50148;0.1
1471156710;00236;2016-11-03;50149;0.12
1471156710;00236;2016-11-03;50150;0.12
2600586709;00237;2016-11-03;50151;0.12
5576228758;00235;2016-11-03;50152;0.12
94387575700;00237;2016-11-03;50153;0.1
5840119709;00237;2016-11-03;50154;0.12
9283760794;00236;2016-11-03;50155;0.12
5840119709;00235;2016-11-03;50156;0.1
94387575700;00237;2016-11-03;50157;0.1
5840119709;00235;2016-11-03;50158;0.1
3623344710;00236;2016-11-03;50159;0.1
8502682733;00236;2016-11-03;50160;0.1
1471156710;00235;2016-11-03;50161;0.12
19290992743;00235;2016-11-03;50162;0.1
94387575700;00237;2016-11-03;50163;0.12
2600586709;00236;2016-11-03;50164;0.1
492472718;00236;2016-11-03;50165;0.1
5648641702;00236;2016-11-03;50166;0.12
2600586709;00236;2016-11-03;50167;0.12
7771579779;00237;2016-11-03;50168;0.1
5840119709;00235;2016-11-03;50169;0.12
8719655770;00235;2016-11-03;50170;0.1
8502682733;00236;2016-11-03;50171;0.12
5576228758;00236;2016-11-03;50172;0.1
8719655770;00236;2016-11-03;50173;0.1
492472718;00236;2016-11-03;50174;0.12
5648641702;00235;2016-11-03;50175;0.12
50534475787;00237;2016-11-03;50176;0.12
50534475787;00235;2016-11-03;50177;0.1
5576228758;00235;2016-11-03;50178;0.12
5576228758;00235;2016-11-03;50179;0.1
19290992743;00236;2016-11-03;50180;0.12
5840119709;00235;2016-11-03;50181;0.12
492472718;00237;2016-11-03;50182;0.12
5840119709;00235;2016-11-03;50183;0.12
5840119709;00237;2016-11-03;50184;0.12
5840119709;00235;2016-11-03;50185;0.1
5648641702;00236;2016-11-03;50186;0.1
2600586709;00237;2016-11-03;50187;0.12
8502682733;00236;2016-11-03;50188;0.12
19290992743;00237;2016-11-03;50189;0.12
5576228758;00237;2016-11-03;50190;0.12
50534475787;00237;2016-11-03;50191;0.12
7771579779;00236;2016-11-03;50192;0.12
8502682733;00235;2016-11-03;50193;0.1
2600586709;00235;2016-11-03;50194;0.12
5840119709;00235;2016-11-03;50195;0.1
19290992743;00235;2016-11-03;50196;0.12
3623344710;00237;2016-11-03;50197;0.1
3623344710;00237;2016-11-03;50198;0.1
94387575700;00236;2016-11-03;50199;0.12

1471156710;00235;2016-11-03;50200;0.12
1471156710;00236;2016-11-03;50201;0.12
7771579779;00237;2016-11-03;50202;0.12
5648641702;00237;2016-11-03;50203;0.1
94387575700;00235;2016-11-03;50204;0.12
492472718;00237;2016-11-03;50205;0.1
9283760794;00237;2016-11-03;50206;0.12
5576228758;00237;2016-11-03;50207;0.12
5648641702;00237;2016-11-03;50208;0.12
5576228758;00236;2016-11-03;50209;0.1
8502682733;00236;2016-11-03;50210;0.12
50534475787;00237;2016-11-03;50211;0.12
7771579779;00236;2016-11-03;50212;0.1
5576228758;00236;2016-11-03;50213;0.12
5840119709;00235;2016-11-03;50214;0.12
94387575700;00236;2016-11-03;50215;0.1
5576228758;00235;2016-11-03;50216;0.1
5576228758;00235;2016-11-03;50217;0.12
3623344710;00236;2016-11-03;50218;0.12
19290992743;00236;2016-11-03;50219;0.12
94387575700;00235;2016-11-04;50220;0.12
7771579779;00236;2016-11-04;50221;0.12
94387575700;00236;2016-11-04;50222;0.1
94387575700;00236;2016-11-04;50223;0.12
5840119709;00235;2016-11-04;50224;0.12
50534475787;00236;2016-11-04;50225;0.1
5840119709;00237;2016-11-04;50226;0.1
9283760794;00237;2016-11-04;50227;0.1
5840119709;00235;2016-11-04;50228;0.12
8502682733;00237;2016-11-04;50229;0.1
9283760794;00236;2016-11-04;50230;0.12
8719655770;00237;2016-11-04;50231;0.12
8719655770;00236;2016-11-04;50232;0.1
94387575700;00237;2016-11-04;50233;0.1
5576228758;00235;2016-11-04;50234;0.12
7771579779;00235;2016-11-04;50235;0.12
492472718;00235;2016-11-04;50236;0.12
8502682733;00236;2016-11-04;50237;0.1
94387575700;00236;2016-11-04;50238;0.12
2600586709;00236;2016-11-04;50239;0.1
8719655770;00235;2016-11-04;50240;0.12
1471156710;00237;2016-11-04;50241;0.12
9283760794;00235;2016-11-04;50242;0.1
50534475787;00235;2016-11-04;50243;0.12
1471156710;00237;2016-11-04;50244;0.12
7771579779;00236;2016-11-04;50245;0.12
50534475787;00237;2016-11-04;50246;0.12
492472718;00237;2016-11-04;50247;0.1
9283760794;00237;2016-11-04;50248;0.1
8502682733;00235;2016-11-04;50249;0.1
8719655770;00235;2016-11-04;50250;0.1
7771579779;00237;2016-11-04;50251;0.1
19290992743;00237;2016-11-04;50252;0.12
94387575700;00237;2016-11-04;50253;0.12
3623344710;00236;2016-11-04;50254;0.1
8719655770;00236;2016-11-04;50255;0.1
5648641702;00235;2016-11-04;50256;0.1
50534475787;00235;2016-11-04;50257;0.1
492472718;00235;2016-11-04;50258;0.12
5576228758;00236;2016-11-04;50259;0.12
5648641702;00235;2016-11-04;50260;0.1
9283760794;00237;2016-11-04;50261;0.1
7771579779;00235;2016-11-04;50262;0.12
492472718;00237;2016-11-04;50263;0.12
7771579779;00235;2016-11-04;50264;0.12
19290992743;00236;2016-11-04;50265;0.12
50534475787;00236;2016-11-04;50266;0.12
1471156710;00235;2016-11-04;50267;0.1
492472718;00237;2016-11-04;50268;0.1
5648641702;00236;2016-11-04;50269;0.12
5840119709;00235;2016-11-04;50270;0.1
8719655770;00236;2016-11-04;50271;0.12
3623344710;00236;2016-11-04;50272;0.1
94387575700;00236;2016-11-04;50273;0.12
2600586709;00237;2016-11-04;50274;0.12
9283760794;00235;2016-11-04;50275;0.1
8719655770;00237;2016-11-04;50276;0.1
3623344710;00236;2016-11-04;50277;0.1
5840119709;00235;2016-11-04;50278;0.1
9283760794;00237;2016-11-04;50279;0.1
492472718;00235;2016-11-04;50280;0.12
8502682733;00237;2016-11-04;50281;0.12
50534475787;00235;2016-11-04;50282;0.1
50534475787;00235;2016-11-04;50283;0.12
8719655770;00235;2016-11-04;50284;0.12
50534475787;00237;2016-11-04;50285;0.1
8719655770;00235;2016-11-04;50286;0.1
3623344710;00236;2016-11-04;50287;0.12
8719655770;00237;2016-11-04;50288;0.1
2600586709;00236;2016-11-04;50289;0.12
8502682733;00237;2016-11-04;50290;0.1
19290992743;00236;2016-11-04;50291;0.12
8502682733;00235;2016-11-05;50292;0.12
2600586709;00237;2016-11-05;50293;0.12
2600586709;00235;2016-11-05;50294;0.12
3623344710;00236;2016-11-05;50295;0.1
9283760794;00236;2016-11-05;50296;0.12
492472718;00236;2016-11-05;50297;0.12
7771579779;00237;2016-11-05;50298;0.1
9283760794;00237;2016-11-05;50299;0.1

1471156710;00235;2016-11-05;50300;0.1
492472718;00235;2016-11-05;50301;0.1
492472718;00236;2016-11-05;50302;0.12
8502682733;00235;2016-11-05;50303;0.12
1471156710;00235;2016-11-05;50304;0.1
50534475787;00237;2016-11-05;50305;0.1
94387575700;00236;2016-11-05;50306;0.1
5840119709;00237;2016-11-05;50307;0.1
8502682733;00237;2016-11-05;50308;0.12
5648641702;00237;2016-11-05;50309;0.1
19290992743;00236;2016-11-05;50310;0.12
50534475787;00235;2016-11-05;50311;0.1
5840119709;00236;2016-11-05;50312;0.12
5576228758;00237;2016-11-05;50313;0.1
1471156710;00236;2016-11-05;50314;0.1
1471156710;00236;2016-11-05;50315;0.12
9283760794;00235;2016-11-05;50316;0.1
5648641702;00236;2016-11-05;50317;0.12
19290992743;00237;2016-11-05;50318;0.1
3623344710;00237;2016-11-05;50319;0.1
50534475787;00237;2016-11-05;50320;0.12
1471156710;00235;2016-11-05;50321;0.12
8502682733;00235;2016-11-05;50322;0.1
7771579779;00237;2016-11-05;50323;0.12
94387575700;00237;2016-11-05;50324;0.1
8719655770;00237;2016-11-05;50325;0.12
5840119709;00235;2016-11-05;50326;0.1
8719655770;00235;2016-11-05;50327;0.1
50534475787;00235;2016-11-05;50328;0.12
492472718;00237;2016-11-05;50329;0.12
7771579779;00237;2016-11-05;50330;0.1
8502682733;00236;2016-11-05;50331;0.12
1471156710;00235;2016-11-05;50332;0.12
94387575700;00237;2016-11-05;50333;0.12
8719655770;00237;2016-11-05;50334;0.12
